system:time_start,blue,coastal,green,nir,red,sensor,swir22
"Nov 27, 1999","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Dec 13, 1999",0,"10,795",0,0,0,"10,795",0
"Dec 21, 1999","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Dec 29, 1999","10,612","10,795","10,612","10,612","10,612","10,795","10,612"
"Jan 6, 2000",0,"10,795",0,0,0,"10,795",0
"Jan 22, 2000",961,"10,795",961,961,961,"10,795",961
"Feb 15, 2000",64,"10,795",64,64,64,"10,795",64
"Feb 23, 2000","7,687","10,795","7,687","7,687","7,687","10,795","7,687"
"Mar 10, 2000",0,"10,795",0,0,0,"10,795",0
"Mar 26, 2000","10,657","10,795","10,657","10,657","10,657","10,795","10,657"
"Apr 11, 2000","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Apr 19, 2000",0,"10,795",0,0,0,"10,795",0
"Apr 27, 2000",0,"10,795",0,0,0,"10,795",0
"May 5, 2000",0,"10,795",0,0,0,"10,795",0
"May 21, 2000","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 29, 2000","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jun 6, 2000","3,790","10,795","3,790","3,790","3,790","10,795","3,790"
"Jun 14, 2000","10,786","10,795","10,786","10,786","10,786","10,795","10,786"
"Jun 22, 2000","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jun 30, 2000","10,770","10,795","10,770","10,770","10,770","10,795","10,770"
"Jul 8, 2000","8,324","10,795","8,324","8,324","8,324","10,795","8,324"
"Jul 16, 2000",0,"10,795",0,0,0,"10,795",0
"Jul 24, 2000","5,313","10,795","5,313","5,313","5,313","10,795","5,313"
"Aug 1, 2000","10,718","10,795","10,718","10,718","10,718","10,795","10,718"
"Aug 9, 2000","3,207","10,795","3,207","3,207","3,207","10,795","3,207"
"Aug 17, 2000","10,768","10,795","10,768","10,768","10,768","10,795","10,768"
"Aug 25, 2000","10,786","10,795","10,786","10,786","10,786","10,795","10,786"
"Sep 2, 2000",0,"10,795",0,0,0,"10,795",0
"Sep 10, 2000",0,"10,795",0,0,0,"10,795",0
"Sep 18, 2000","10,413","10,795","10,413","10,413","10,413","10,795","10,413"
"Sep 26, 2000","10,770","10,795","10,770","10,770","10,770","10,795","10,770"
"Oct 4, 2000","10,690","10,795","10,690","10,690","10,690","10,795","10,690"
"Oct 12, 2000","3,790","10,795","3,790","3,790","3,790","10,795","3,790"
"Oct 28, 2000",0,"10,795",0,0,0,"10,795",0
"Nov 5, 2000",0,"10,795",0,0,0,"10,795",0
"Nov 21, 2000",0,"10,795",0,0,0,"10,795",0
"Dec 7, 2000","8,914","10,795","8,914","8,914","8,914","10,795","8,914"
"Dec 15, 2000",0,"10,795",0,0,0,"10,795",0
"Dec 31, 2000",239,"10,795",239,239,239,"10,795",239
"Jan 16, 2001","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Feb 1, 2001",0,"10,795",0,0,0,"10,795",0
